base_L2@1s,base_L2@2s,base_L2@3s,base_avgL2@1s,base_avgL2@2s,base_avgL2@3s,base_coll@1s,base_coll@2s,base_coll@3s,base_cumColl@1s,base_cumColl@2s,base_cumColl@3s,base_meanColl@1s,base_meanColl@2s,base_meanColl@3s,base_status,command,got_L2@1s,got_L2@2s,got_L2@3s,got_avgL2@1s,got_avgL2@2s,got_avgL2@3s,got_beats_base,got_cand_cmd,got_cand_kin,got_cand_total,got_cand_vals,got_candidate_spread,got_coll@1s,got_coll@2s,got_coll@3s,got_cumColl@1s,got_cumColl@2s,got_cumColl@3s,got_meanColl@1s,got_meanColl@2s,got_meanColl@3s,got_minADE_C,got_n_candidates,got_oracle_L2@1s,got_oracle_L2@2s,got_oracle_L2@3s,got_oracle_avgL2@1s,got_oracle_avgL2@2s,got_oracle_avgL2@3s,got_pred,got_selection_gap_L2@1s,got_selection_gap_L2@2s,got_selection_gap_L2@3s,got_selection_gap_avgL2@1s,got_selection_gap_avgL2@2s,got_selection_gap_avgL2@3s,got_selection_rank,got_selection_top1,got_status,got_worst_candidate,mean_coll@1s,mean_coll@2s,mean_coll@3s,mean_cumColl@1s,mean_cumColl@2s,mean_cumColl@3s,mean_meanColl@1s,mean_meanColl@2s,mean_meanColl@3s,sample_token,scene,seed
0.1099,0.0522,1.446,0.0801,0.2062,0.5741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.1099,0.8305,1.446,0.0801,0.4008,0.7038,False,"[-0.1305, -0.1305, -0.3264, -0.1958, -0.1305, -0.0, -0.0653, -0.0653]","[-43.9167, -330.7283, -1656.2111, -29572.8366, -4757.998, -8218.3298, -18078.2641, -79899.1613]","[2.4971, -1000328.9327, -1001654.4155, -1029571.041, -2006030.8482, -2009491.18, -2019351.1142, -2081172.0114]","[0.704, 1.007, 1.139, 3.788, 0.951, 1.093, 1.334, 3.139]",1.0756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7038,8.0,0.1099,0.8305,1.446,0.0801,0.4008,0.7038,"[[3.4, 0.0], [6.827, -0.131], [9.682, -0.131], [13.108, -0.131], [16.249, -0.131], [19.39, -0.261]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,3.7881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0e8e2f64b807428ca4ed5bc33c996389,scene-0625,43
2.6426,4.6425,7.833,1.7128,2.8384,4.3945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,2.6426,4.0349,3.575,1.7128,2.4473,3.066,True,"[-0.2611, -0.5222, -0.5222, -0.5222, -0.3916, -0.6527, -0.5875, -0.9791]","[-922.7307, -233.61, -678.9738, -980.0632, -1167.178, -1287.9162, -2355.4848, -2857.5923]","[3.841, 3.168, 2.6221, 2.4374, -1001165.4966, -1001286.2349, -1002353.619, -1002855.7265]","[3.066, 3.768, 3.312, 3.949, 3.559, 2.877, 2.635, 3.548]",0.4233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6347,8.0,2.6426,4.0349,3.3715,1.7128,2.4473,2.6347,"[[2.829, 0.0], [5.399, -0.131], [9.682, -0.783], [11.681, -0.261], [14.822, -1.044], [19.39, -0.522]]",0.0,0.0,0.2034,0.0,0.0,0.4313,2.0,0.0,ok,3.9493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30d93e4625f74b07a9966a5f8e9efa9e,scene-0625,43
2.4746,4.8249,5.919,1.8058,2.8964,3.9557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.9071,4.8249,5.919,1.3796,2.6833,3.8136,True,"[-1.8277, -2.0888, -0.0, -1.7624, -1.8277, -3.3943, -1.6971, -3.7207]","[-142.1753, -122.5706, -406.2135, -4646.9597, -4709.1023, -14251.2094, -14522.204, -214216.2819]","[3.8419, 3.5974, -1000403.0253, -1004643.8634, -1004706.006, -1014248.0212, -1014519.1077, -1214213.1856]","[3.814, 3.805, 4.133, 4.365, 4.72, 3.462, 4.775, 6.77]",0.9656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4625,8.0,1.9071,4.8249,9.5524,1.3796,2.6833,3.4625,"[[3.115, -0.131], [5.97, 0.0], [8.54, -0.783], [11.11, -1.697], [13.679, -2.48], [18.248, -3.655]]",0.0,0.0,-3.6334,0.0,0.0,0.3512,2.0,0.0,ok,6.7703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57f23d2f55e6455696c6d3cc70a4f501,scene-0626,43
0.2873,1.7547,2.3671,0.2877,0.723,1.2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.8638,1.7547,2.3671,0.8626,1.1529,1.3508,False,"[-0.1305, -0.5875, -0.0, -0.1305, -0.1958, -0.1305, -0.6527, -0.0653]","[-478.1137, -531.4667, -1491.1061, -2272.7985, -3388.9529, -11152.2169, -84786.1385, -157470.5766]","[4.6965, -1000528.9064, -1001487.4676, -1002270.2382, -1003386.3926, -1011148.5784, -1084782.5, -1157468.0163]","[1.351, 2.154, 3.404, 1.399, 1.871, 2.359, 3.623, 9.092]",2.3756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3508,8.0,0.8638,1.7547,2.3671,0.8626,1.1529,1.3508,"[[4.257, -0.131], [7.683, 0.0], [9.111, -0.131], [12.252, -0.131], [16.249, -0.261], [18.248, -0.261]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,9.0917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bbf1d23e80b84da798c56cbac090f7d9,scene-0626,43
2.1902,4.3739,7.7383,1.5635,2.7017,4.0809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,2.1902,4.3739,7.1715,1.5635,2.7017,3.8438,True,"[-0.1305, -0.0653, -0.1958, -0.0653, -0.5222, -0.4569, -0.1305, -0.0]","[-104.4421, -851.402, -1906.3902, -4000.4856, -4942.4466, -5722.298, -6421.3488, -27763.8017]","[4.3518, -1000848.1787, -1001903.1668, -1003998.3016, -1004940.2626, -1005720.114, -1006419.1647, -1027760.5783]","[3.844, 4.511, 4.652, 6.698, 6.318, 5.652, 4.557, 6.994]",1.0962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8438,8.0,2.1902,4.3739,7.1715,1.5635,2.7017,3.8438,"[[3.115, 0.0], [6.541, -0.131], [9.396, -0.131], [12.252, -0.131], [14.25, -0.261], [17.391, -0.261]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,6.9937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5fd5c3f8e4c54137a3bbb794ae4dc9e7,scene-0626,43
3.2748,4.685,3.6711,2.1597,3.2577,3.5001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,3.2748,4.685,4.5272,2.1597,3.2577,3.6428,False,"[-0.0, -0.0, -0.1305, -0.1305, -0.4569, -0.0653, -0.1305, -0.0653]","[-209.8209, -517.2444, -370.6639, -1390.7698, -3329.5413, -4102.9479, -9205.58, -13455.7786]","[4.6531, 4.6399, -1000367.7088, -1001387.8146, -1003326.641, -1004100.0476, -1009202.6249, -1013452.8783]","[3.643, 4.5, 6.499, 4.17, 4.599, 4.215, 4.264, 2.924]",0.9549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9238,8.0,3.2748,4.685,1.6699,2.1597,3.2577,2.9238,"[[1.116, 0.0], [3.686, 0.0], [5.113, 0.0], [6.827, 0.0], [7.683, 0.0], [9.111, 0.0]]",0.0,0.0,2.8573,0.0,0.0,0.719,1.0,0.0,ok,6.4989,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,bc35cb43c7de4fd3ab2355a9cc632ef9,scene-0626,43
1.0016,2.421,1.5509,0.7561,1.4244,1.5185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.0016,1.87,1.1715,0.7561,1.2866,1.3188,True,"[-0.0653, -0.0653, -0.0653, -0.9791, -0.1305, -0.1305, -0.0, -0.0]","[-122.9147, -159.324, -219.7158, -3359.5411, -8159.7199, -9614.5789, -22039.2889, -152784.718]","[3.0073, 3.0065, 3.0053, -1003357.4065, -1008157.5854, -1009612.4444, -1022037.1543, -1152782.5835]","[1.319, 1.857, 1.558, 1.885, 2.099, 2.917, 2.974, 4.568]",0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3188,8.0,1.0016,1.87,1.1715,0.7561,1.2866,1.3188,"[[2.258, 0.0], [4.542, 0.0], [6.541, 0.0], [9.111, -0.131], [12.823, 0.392], [16.249, -0.131]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,4.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0fae8aae30d44b4faf7a9854eac4bc09,scene-0627,43
0.2831,0.5956,1.068,0.2353,0.3851,0.6307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,left,0.2831,0.5956,1.068,0.2353,0.3851,0.6307,False,"[0.8486, 1.5013, -7.7024, 8.2899, 0.8486, -0.3916, 1.1097, 8.2899]","[-440.3384, -8111.6068, -20674.7489, -198595.8671, -1595.19, -7428.9831, -76830.1261, -100043.2589]","[0.6188, -1008111.6111, -1020674.7532, -1198595.8714, -2003905.5731, -2009739.3662, -2079140.5091, -2102353.642]","[0.631, 1.425, 3.848, 9.629, 0.876, 1.85, 3.014, 5.417]",2.8179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6307,8.0,0.2831,0.5956,1.068,0.2353,0.3851,0.6307,"[[3.115, 0.131], [5.97, 0.261], [8.54, 0.522], [11.11, 0.783], [15.393, 1.697], [17.391, 1.697]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,9.6289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141ac734ae0422e9e79ea579d05aef2,scene-0627,43
0.8988,2.4028,2.0465,0.4756,1.2185,1.5622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.8988,2.4028,8.3245,0.4756,1.2185,3.1314,False,"[-0.0, -0.0653, -0.4569, -0.2611, -0.0653, -0.3264, -0.0653, -0.0653]","[-429.4599, -50.3412, -408.1264, -812.0152, -2851.7531, -4196.826, -22320.7434, -911305.9394]","[4.1892, 3.764, 1.2044, -1000809.2854, -1002849.0233, -1004194.094, -1022318.0137, -1911303.2097]","[3.131, 1.752, 1.537, 0.673, 1.332, 1.786, 2.272, 9.892]",2.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673,8.0,0.8988,1.3102,1.4765,0.4756,0.5885,0.673,"[[3.686, 0.0], [6.541, 0.0], [9.682, -0.131], [12.823, -0.131], [13.108, -0.261], [13.679, 0.0]]",0.0,1.0926,6.848,0.0,0.63,2.4584,6.0,0.0,ok,9.8918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101a617fba0a4c7a91073b49b9b6752f,scene-0627,43
0.8044,1.5237,2.0074,0.562,0.898,1.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,0.6507,1.5237,2.0074,0.4918,0.8629,1.255,True,"[1.2402, 0.718, 1.2402, 1.6319, 0.5875, 1.7624, 1.2402, 1.6319]","[-158.473, -1520.8144, -1859.487, -5121.2277, -5590.4342, -6180.1577, -54269.8773, -1067091.2663]","[2.8173, -1001518.3638, -1001856.6614, -1005118.402, -1005587.6086, -1006177.7071, -1054267.0516, -2067088.8157]","[1.255, 1.624, 1.055, 1.483, 1.678, 4.367, 2.917, 10.995]",3.1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0549,8.0,0.6507,0.9947,2.0074,0.4918,0.5628,1.0549,"[[2.829, 0.131], [4.828, -0.783], [6.827, -0.783], [9.111, -1.436], [11.11, -1.958], [13.679, -2.48]]",0.0,0.529,0.0,0.0,0.3001,0.2001,1.0,0.0,ok,10.9953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5b3ffd92b67b4a48b283d63736298bae,scene-0627,43
0.1712,0.1078,0.3059,0.1473,0.2624,0.3247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.1712,0.1078,0.3059,0.1473,0.2624,0.3247,False,"[-0.1305, -0.1305, -0.1305, -0.0, -0.1305, -0.0653, -0.1958, -0.1958]","[-241.8186, -556.0807, -982.5826, -2120.7586, -4335.0332, -102551.9718, -127038.9492, -931854.679]","[1.8977, 1.8966, 1.893, -1002119.2135, -1004333.4881, -1102550.4245, -1127037.4019, -1931853.1339]","[0.325, 0.682, 0.72, 1.627, 1.478, 3.841, 8.185, 9.211]",3.3084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3247,8.0,0.1712,0.1078,0.3059,0.1473,0.2624,0.3247,"[[3.686, 0.0], [7.398, 0.0], [11.966, -0.131], [15.107, -0.131], [19.104, -0.131], [22.245, -0.261]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,9.2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14384b3ce9d243ce827bf0c1598dd35f,scene-0629,43
1.435,4.9511,9.3198,1.0284,2.6059,4.5364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.435,4.9511,9.3198,1.0284,2.6059,4.5402,False,"[-0.718, -0.9138, -1.1097, -0.718, -2.4804, -0.0653, -2.2193, -3.5248]","[-147.3036, -894.0272, -1159.3899, -1377.9798, -1714.412, -3934.7038, -6296.2822, -413975.5402]","[3.668, -1000891.4467, -1001155.7097, -1001374.2996, -1001710.7318, -1003932.1234, -1006293.7017, -1413971.86]","[4.54, 4.267, 5.108, 4.351, 4.908, 4.146, 5.745, 10.641]",2.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1462,8.0,1.435,4.9511,6.0817,1.0284,2.6059,4.1462,"[[2.258, 0.0], [4.257, -0.131], [6.827, -0.261], [8.54, -0.783], [11.11, -1.436], [13.108, -1.436]]",0.0,0.0,3.238,0.0,0.0,0.394,3.0,0.0,ok,10.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35e0ba93fe9d48f386b97d62bd78fbf7,scene-0629,43
0.9677,2.8234,3.3288,0.8945,1.7778,2.1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,2.5153,2.8234,3.3288,1.819,2.24,2.4408,False,"[2.611, 2.611, 1.2402, 2.0888, 2.9374, 2.611, 0.5875, -1.436]","[-758.9791, -251.8407, -662.3848, -765.2918, -1043.8877, -5743.8443, -155723.8096, -1358451.3503]","[3.6181, 3.4809, 2.6316, -1000762.926, -1001041.3836, -1005741.4785, -1155721.3055, -2358448.9845]","[2.441, 2.133, 2.778, 2.026, 3.647, 3.475, 5.992, 13.896]",3.7282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0265,8.0,0.9677,2.8234,1.2445,0.8945,1.7778,2.0265,"[[3.115, 0.131], [6.256, -1.697], [8.54, -1.436], [11.11, -2.48], [12.823, -3.655], [16.249, -5.222]]",1.5476,0.0,2.0843,0.9244,0.4622,0.4143,2.0,0.0,ok,13.8959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733995d097654865a7bea928efe971af,scene-0629,43
0.8082,0.9725,3.4045,0.4313,0.7125,1.3626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,left,0.8082,2.0893,1.5221,0.4313,0.9245,1.1902,True,"[0.8486, 0.718, 8.2899, 1.2402, 0.8486, 0.5875, -6.658, 8.2899]","[-409.969, -7021.8495, -30766.7536, -69601.1274, -2970.206, -8293.344, -15105.5882, -191377.3461]","[0.8434, -1007021.4634, -1030766.3675, -1069600.7413, -2006591.1943, -2011914.3323, -2018726.5765, -2194998.3344]","[1.19, 1.874, 5.592, 3.999, 1.186, 2.437, 3.924, 6.232]",1.8175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1859,8.0,0.8082,1.4974,1.5221,0.4313,0.9181,1.1859,"[[3.686, 0.0], [6.541, 0.131], [10.539, 0.261], [13.108, 0.783], [17.391, 1.044], [21.96, 1.697]]",0.0,0.5919,0.0,0.0,0.0064,0.0043,1.0,0.0,ok,6.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b082d53392614131a91fedb0a2b2e1ab,scene-0629,43
1.2906,2.7072,2.9777,1.0661,1.8017,2.2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.2906,2.7072,2.9777,1.0661,1.8017,2.2055,False,"[-0.0653, -0.0653, -0.0653, -0.0, -0.1305, -0.1958, -1.1749, -0.1958]","[-44.3946, -166.3884, -490.7933, -2414.8287, -4560.2414, -4568.6989, -4902.5132, -97931.0873]","[3.2769, 3.2731, 3.2576, -1002412.4805, -1004557.8984, -1004566.3507, -1004900.1702, -1097928.7443]","[2.205, 1.52, 2.493, 2.342, 2.784, 2.338, 2.14, 5.043]",0.9798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5203,8.0,1.2906,2.7072,0.8597,1.0661,1.8017,1.5203,"[[3.115, 0.0], [6.541, 0.0], [9.396, -0.131], [12.823, -0.131], [16.249, -0.131], [19.961, -0.131]]",0.0,0.0,2.118,0.0,0.0,0.6852,2.0,0.0,ok,5.0428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6a808b09e5f34d33ba1de76cc8dab423,scene-0630,43
0.5684,1.9991,4.7924,0.6653,1.0635,1.9895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.5684,1.9991,5.3629,0.6653,1.0635,2.0846,False,"[-0.0653, -0.0653, -0.0, -0.1305, -0.3916, -0.1958, -0.1305, -0.0]","[-52.2852, -685.9485, -737.8809, -2136.6499, -3026.7202, -3954.3293, -6096.108, -29123.3748]","[3.2813, 3.0594, -1000735.7049, -1002134.474, -1003024.6959, -1003952.305, -1006093.932, -1029121.3505]","[2.085, 2.18, 3.56, 2.751, 2.715, 2.656, 2.088, 3.725]",0.5932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0846,8.0,0.5684,1.9991,5.3629,0.6653,1.0635,2.0846,"[[2.829, 0.0], [5.113, 0.0], [7.683, 0.0], [10.253, 0.0], [12.537, 0.0], [15.964, -0.131]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,3.7245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a38d06e080204b9c9c0b805375c8d6f9,scene-0630,43
1.0027,1.7718,5.6717,0.9752,1.3955,2.4651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.0027,2.1258,6.2237,0.9752,1.3279,2.512,False,"[-2.7415, -0.1305, -1.0444, -2.7415, -1.7624, -7.5719, -0.718, -0.0653]","[-42.5428, -3032.9982, -3684.487, -3224.8809, -3676.1628, -12630.9693, -15394.9912, -1115588.0193]","[2.8504, -1003030.2602, -1003681.749, -2004463.3095, -2004914.5915, -2013869.3979, -2016633.4199, -2115585.2813]","[2.512, 2.059, 1.851, 2.668, 2.926, 4.179, 2.129, 10.697]",2.7569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8513,8.0,1.0027,2.1258,2.7345,0.9752,1.3279,1.8513,"[[2.829, -0.131], [5.399, -0.261], [7.969, -0.653], [10.539, -1.828], [13.108, -3.133], [16.249, -5.483]]",0.0,0.0,3.4891,0.0,0.0,0.6608,3.0,0.0,ok,10.6973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d1b23e695b0643b0a2614454fa83319b,scene-0630,43
1.5643,1.861,1.4095,1.0536,1.3693,1.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.9933,1.861,1.4095,0.6253,1.1552,1.4093,True,"[-0.0653, -0.0653, -0.1958, -0.0653, -2.1541, -0.1958, -0.0653, -0.1305]","[-59.1525, -85.1725, -992.6526, -3200.6675, -8688.0541, -8820.6287, -9996.3693, -92095.7042]","[3.4912, 3.4902, -1000990.1354, -1003198.1503, -1008685.5368, -1008818.1115, -1009993.8521, -1092093.1869]","[1.409, 1.552, 4.358, 4.913, 2.52, 3.454, 1.704, 10.162]",2.7141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4093,8.0,0.9933,1.861,1.4095,0.6253,1.1552,1.4093,"[[3.4, 0.0], [6.827, 0.0], [10.539, 0.0], [14.25, 0.0], [18.248, 0.0], [20.818, 0.131]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,10.1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f311006db7884a3a844b3f10c835762b,scene-0630,43
2.013,4.1765,7.1875,1.3357,2.5488,3.9013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,2.013,4.199,7.1875,1.3357,2.5545,3.905,False,"[0.1305, 0.1305, 0.6527, -0.0653, 0.1305, -0.2611, 0.1305, -0.9138]","[-80.3509, -715.2418, -1755.419, -2016.318, -3690.7219, -53788.399, -77423.7704, -828383.7146]","[3.0739, 3.0465, -1001753.1514, -1002014.0503, -1003688.4293, -1053786.1063, -1077421.5028, -1828381.422]","[3.905, 3.944, 4.414, 4.278, 4.416, 4.991, 12.633, 13.684]",3.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.905,8.0,2.013,4.199,7.1875,1.3357,2.5545,3.905,"[[3.686, 0.0], [7.398, -0.131], [11.11, -0.131], [14.25, 0.0], [18.248, -0.131], [21.674, -0.261]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,13.6841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78c80690450a4e8aba63e1f2ca27c207,scene-0632,43
0.0696,0.8747,2.0738,0.287,0.546,1.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,0.0696,0.8747,2.0738,0.287,0.546,1.0098,False,"[2.2846, 3.7207, 1.8277, 2.7415, 1.2402, 2.2846, 0.9138, 1.7624]","[-161.9953, -587.0735, -910.3621, -171038.5258, -1394.7345, -1989.2623, -16914.3099, -123312.6215]","[3.4985, -1000584.4228, -1000907.7114, -1171035.8752, -2002654.3727, -2003248.9005, -2018173.9481, -2124572.2596]","[1.01, 1.959, 1.224, 9.894, 1.405, 1.226, 1.924, 4.141]",2.8215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0098,8.0,0.0696,0.8747,2.0738,0.287,0.546,1.0098,"[[3.115, -0.131], [5.399, -0.522], [8.54, -1.044], [11.11, -1.958], [14.25, -3.133], [16.249, -4.569]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,9.8937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c402b98a1b4c4e868eb64a1cf05f4a50,scene-0632,43
0.2673,0.4517,2.8209,0.26,0.4887,1.1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,0.2673,0.4517,6.045,0.2942,0.5058,1.9342,False,"[3.5901, 2.7415, 2.7415, 0.3264, 2.9374, 1.7624, 1.8277, 3.1985]","[-676.1652, -428.7685, -434.6066, -3429.8006, -9735.3571, -28998.3826, -142395.7659, -156801.8497]","[2.5354, 1.6693, 1.6679, -1003429.1714, -1009734.7292, -1028997.7547, -1142395.1381, -1156801.2206]","[1.934, 1.113, 1.101, 2.45, 2.513, 2.996, 4.802, 5.441]",1.4877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1012,8.0,0.2673,0.4517,2.8209,0.26,0.4887,1.1012,"[[1.973, 0.131], [3.971, -0.522], [5.399, -0.914], [7.398, -3.133], [11.966, -6.005], [15.393, -7.18]]",0.0,0.0,3.2241,0.0342,0.0171,0.833,2.0,0.0,ok,5.4406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c50c7d9402bb4d85b3095645d8aa258b,scene-0632,43
1.6141,2.1584,3.3975,1.2541,1.5809,1.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.6141,2.1584,2.5604,1.2541,1.7233,1.9094,True,"[-0.1305, -0.6527, -0.1305, -0.1305, -0.0653, -0.1305, -0.0653, -0.2611]","[-27.8463, -1842.2126, -2681.8952, -2736.4273, -3052.4203, -3650.0101, -9986.1713, -18461.1742]","[3.6677, -1001839.8366, -1002679.5265, -1002734.0587, -1003050.0444, -1003647.6415, -1009983.7953, -1018458.8056]","[1.909, 1.78, 2.527, 2.526, 2.543, 1.984, 2.827, 2.642]",0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7797,8.0,1.6141,2.1584,2.0468,1.2541,1.7233,1.7797,"[[2.258, 0.0], [4.542, 0.0], [6.827, -0.131], [9.682, -0.131], [12.537, -0.131], [14.536, -0.261]]",0.0,0.0,0.5136,0.0,0.0,0.1297,1.0,0.0,ok,2.8271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13ade121714c46d6a028516ecb5bff60,scene-0632,43
1.0155,1.2627,0.9035,0.7771,1.0526,1.2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.0155,1.2627,2.8981,0.7771,1.0526,1.5331,False,"[-0.0653, -0.0653, -0.0653, -0.0653, -0.1305, -0.1958, -0.1305, -8.2899]","[-38.4002, -107.436, -825.9556, -1029.2268, -3108.8309, -10731.7388, -16288.2061, -835278.9638]","[2.9007, 2.9005, -1000824.0757, -1001027.1122, -1003106.951, -1010729.859, -1016286.3262, -1835276.8492]","[1.533, 0.948, 1.6, 1.073, 1.504, 1.779, 2.172, 11.761]",3.4072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9479,8.0,1.0155,1.2627,0.9686,0.7771,1.0526,0.9479,"[[3.686, 0.0], [7.398, 0.0], [11.11, -0.131], [15.107, -0.131], [18.248, -0.131], [21.389, -0.131]]",0.0,0.0,1.9296,0.0,0.0,0.5852,3.0,0.0,ok,11.7608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fe5b1b2e8aa2430e90c5c90825f9f1f2,scene-0633,43
