base_L2@1s,base_L2@2s,base_L2@3s,base_avgL2@1s,base_avgL2@2s,base_avgL2@3s,base_coll@1s,base_coll@2s,base_coll@3s,base_cumColl@1s,base_cumColl@2s,base_cumColl@3s,base_meanColl@1s,base_meanColl@2s,base_meanColl@3s,base_status,command,got_L2@1s,got_L2@2s,got_L2@3s,got_avgL2@1s,got_avgL2@2s,got_avgL2@3s,got_beats_base,got_cand_cmd,got_cand_kin,got_cand_total,got_cand_vals,got_candidate_spread,got_coll@1s,got_coll@2s,got_coll@3s,got_cumColl@1s,got_cumColl@2s,got_cumColl@3s,got_meanColl@1s,got_meanColl@2s,got_meanColl@3s,got_minADE_C,got_n_candidates,got_oracle_L2@1s,got_oracle_L2@2s,got_oracle_L2@3s,got_oracle_avgL2@1s,got_oracle_avgL2@2s,got_oracle_avgL2@3s,got_pred,got_selection_gap_L2@1s,got_selection_gap_L2@2s,got_selection_gap_L2@3s,got_selection_gap_avgL2@1s,got_selection_gap_avgL2@2s,got_selection_gap_avgL2@3s,got_selection_rank,got_selection_top1,got_status,got_worst_candidate,mean_coll@1s,mean_coll@2s,mean_coll@3s,mean_cumColl@1s,mean_cumColl@2s,mean_cumColl@3s,mean_meanColl@1s,mean_meanColl@2s,mean_meanColl@3s,sample_token,scene,seed
1.5643,1.861,1.4095,1.0536,1.3693,1.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.5643,1.861,1.4095,1.0536,1.3693,1.552,False,"[-0.0653, -0.0653, -0.1305, -0.2611, -0.0653, -3.9818, -0.4569, -0.0]","[-85.1725, -161.9369, -140.089, -2612.4098, -7371.1556, -10528.7582, -129138.105, -146915.3662]","[5.0616, 4.8391, 4.7883, -1002608.4225, -1007367.1683, -1010524.9921, -1129134.3389, -1146911.3788]","[1.552, 1.409, 1.56, 1.436, 3.562, 3.045, 9.452, 9.354]",3.2534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4093,8.0,0.7078,1.861,1.4095,0.6253,1.1552,1.4093,"[[3.686, 0.0], [7.398, 0.0], [10.539, 0.0], [14.25, 0.0], [18.248, 0.0], [20.818, 0.131]]",0.8565,0.0,0.0,0.4282,0.2141,0.1427,2.0,0.0,ok,9.4519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f311006db7884a3a844b3f10c835762b,scene-0630,44
2.013,4.1765,7.1875,1.3357,2.5488,3.9013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,2.013,4.199,7.1875,1.3357,2.5545,3.905,False,"[0.1305, 0.1305, 0.3916, 0.1958, -8.2899, 0.0653, 0.3264, 0.3264]","[-80.3509, -1114.4267, -1160.9635, -18641.9693, -24893.2564, -28312.882, -70098.4875, -133374.3582]","[2.5123, -1001113.016, -1001159.6, -1018640.6058, -1024891.8458, -1028311.4714, -1070097.1239, -1133372.9475]","[3.905, 4.087, 3.651, 4.508, 6.021, 4.926, 12.77, 12.055]",3.4913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6514,8.0,2.013,4.199,7.8548,1.3357,2.5545,3.6514,"[[3.686, 0.0], [7.398, -0.131], [11.11, -0.131], [14.25, 0.0], [18.248, -0.131], [21.674, -0.261]]",0.0,0.0,-0.6672,0.0,0.0,0.2537,1.0,0.0,ok,12.7701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78c80690450a4e8aba63e1f2ca27c207,scene-0632,44
0.0696,0.8747,2.0738,0.287,0.546,1.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,0.0696,0.8747,2.0738,0.287,0.546,1.0098,False,"[2.2846, 2.2846, 1.7624, 2.9374, 3.2637, 3.7207, -8.2899, 2.4152]","[-161.9953, -2467.1937, -4640.8373, -8498.4004, -16078.3333, -31314.8795, -76396.1373, -931909.66]","[2.8655, -1002465.0024, -1004638.683, -1008496.2091, -1016076.179, -1031312.6882, -1076393.983, -1931907.4687]","[1.01, 1.645, 1.811, 2.669, 2.509, 4.146, 7.503, 11.353]",3.3462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0098,8.0,0.0696,0.8747,2.0738,0.287,0.546,1.0098,"[[3.115, -0.131], [5.399, -0.522], [8.54, -1.044], [11.11, -1.958], [14.25, -3.133], [16.249, -4.569]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,11.3528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c402b98a1b4c4e868eb64a1cf05f4a50,scene-0632,44
0.2673,0.4517,2.8209,0.26,0.4887,1.1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,0.2673,0.4517,4.6226,0.26,0.4887,1.4427,False,"[4.4387, 2.7415, 2.7415, -2.8068, 3.1985, 3.3943, -0.0, -8.2899]","[-302.8833, -434.6066, -1290.9835, -5340.6314, -8588.0889, -9899.0642, -19413.9105, -24859.2435]","[4.1442, 3.7068, 3.5617, -1005338.4144, -1008585.9166, -1009896.8919, -1019411.6935, -1024857.0711]","[1.443, 1.101, 1.539, 3.352, 2.181, 2.426, 3.437, 5.371]",1.3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1012,8.0,0.2673,0.4517,2.8209,0.26,0.4887,1.1012,"[[1.687, -0.131], [3.971, -0.522], [5.399, -0.914], [7.398, -3.133], [10.253, -6.658], [13.965, -8.877]]",0.0,0.0,1.8017,0.0,0.0,0.3415,1.0,0.0,ok,5.3713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c50c7d9402bb4d85b3095645d8aa258b,scene-0632,44
1.6141,2.1584,3.3975,1.2541,1.5809,1.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.6141,2.1584,2.5604,1.2541,1.7233,1.9094,True,"[-0.1305, -0.1305, -0.1958, -0.0, -0.2611, -0.0, -0.718, -0.0653]","[-27.8463, -258.8226, -28.6693, -318.4987, -2747.5001, -5007.7248, -5501.5694, -1112960.2223]","[3.3755, 3.3426, 3.0755, -1000315.769, -1002744.8027, -1005005.0274, -1005498.8397, -2112957.5249]","[1.909, 1.576, 1.916, 2.284, 1.521, 2.097, 2.993, 10.329]",2.7742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5205,8.0,0.4721,2.1584,3.1688,0.2553,1.2238,1.5205,"[[2.258, 0.0], [4.542, 0.0], [6.827, -0.131], [9.682, -0.131], [12.537, -0.131], [14.536, -0.261]]",1.142,0.0,-0.6085,0.9988,0.4994,0.3889,2.0,0.0,ok,10.3289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13ade121714c46d6a028516ecb5bff60,scene-0632,44
1.0155,1.2627,0.9035,0.7771,1.0526,1.2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.0155,3.5505,2.8981,0.7771,1.9824,2.153,False,"[-0.0653, -0.0653, -0.0653, -0.0653, -0.0653, -0.3264, -0.3264, -0.0653]","[-597.6151, -38.4002, -596.3983, -647.9432, -2238.73, -8064.4159, -13280.8226, -703810.053]","[4.3952, 4.233, -1000593.1362, -1000644.5165, -1002235.3032, -1008061.1537, -1013277.3958, -1703806.7909]","[2.153, 1.533, 1.64, 2.106, 2.017, 2.3, 2.518, 11.106]",3.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5331,8.0,1.0155,1.2627,2.8981,0.7771,1.0526,1.5331,"[[3.686, 0.0], [7.398, 0.0], [9.682, 0.0], [12.823, 0.0], [18.248, -0.131], [21.389, -0.131]]",0.0,2.2878,0.0,0.0,0.9298,0.6199,4.0,0.0,ok,11.1064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fe5b1b2e8aa2430e90c5c90825f9f1f2,scene-0633,44
1.0712,3.0755,2.8206,0.7841,1.6034,2.1294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.0712,3.0755,3.9601,0.7841,1.6034,2.3193,False,"[-0.0653, -0.0653, -0.6527, -0.0653, -0.0, -0.3264, -0.0653, -8.2899]","[-54.8118, -371.1933, -412.9894, -971.4588, -2368.7712, -2627.0357, -5686.6968, -23671.0271]","[3.5144, 3.4713, 3.2479, -1000968.9637, -1002366.2755, -1002624.5406, -1005684.2016, -1023668.5313]","[2.319, 1.796, 1.746, 2.272, 2.055, 0.989, 2.66, 4.279]",0.8926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9894,8.0,1.0712,1.364,1.008,0.7841,0.8187,0.9894,"[[3.686, 0.0], [7.398, 0.0], [11.11, -0.131], [14.25, -0.131], [18.248, -0.131], [22.245, -0.131]]",0.0,1.7115,2.9521,0.0,0.7847,1.3299,5.0,0.0,ok,4.2785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d42e413c7c4d4fbdba460be4f8d01da1,scene-0633,44
0.388,0.8804,0.1833,0.2882,0.4498,0.3832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.388,0.8804,0.1833,0.2882,0.4498,0.3832,False,"[-0.1305, -0.1305, -0.1305, -0.7833, -0.1305, -0.1305, -0.4569, -0.1305]","[-77.1081, -100.5998, -598.1161, -1316.7402, -2084.3628, -5505.1531, -7237.3396, -51519.7996]","[3.5354, 3.534, 3.4703, -1001314.2932, -1002081.8825, -1005502.706, -1007234.8592, -1051517.3526]","[0.383, 0.708, 0.414, 1.13, 1.633, 1.588, 1.123, 4.836]",1.3454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3832,8.0,0.388,0.8804,0.1833,0.2882,0.4498,0.3832,"[[3.686, 0.0], [7.398, 0.0], [11.11, -0.131], [14.25, -0.131], [18.248, -0.131], [21.674, -0.261]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,4.8357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5b360c6fe72d497185ef502483f1ac68,scene-0633,44
0.7313,1.0529,0.3928,0.5567,0.8606,0.8974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.7313,1.0529,0.3928,0.5567,0.7896,0.8501,True,"[-0.0, -0.0, -0.0, -0.6527, -0.4569, -0.3916, -0.0653, -0.1305]","[-136.0172, -157.5334, -374.1701, -149.1429, -2762.773, -2870.1922, -3418.198, -7729.4794]","[4.5242, 4.3428, 4.2551, 1.7652, -1002759.9793, -1002867.5712, -1003415.577, -1007726.6857]","[0.85, 1.041, 1.276, 1.271, 2.55, 1.447, 1.053, 1.455]",0.4876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8501,8.0,0.7313,1.0529,0.3928,0.5567,0.7896,0.8501,"[[2.258, 0.0], [4.542, 0.0], [6.827, 0.0], [9.111, 0.0], [10.539, 0.0], [13.679, 0.0]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,2.5496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1da9c46177344f4f9ebd3d15d199b785,scene-0633,44
4.8919,9.839,12.9145,3.6623,6.1455,8.1745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,4.8919,9.839,12.9145,3.6623,6.0741,8.0793,True,"[-0.0653, -0.0653, -0.5875, -0.6527, -0.0653, -3.6554, -1.436, -2.0235]","[-97.9188, -97.6889, -141.1507, -3564.7507, -5811.273, -5968.5607, -6636.6807, -223968.3215]","[4.2921, 2.8767, 2.434, -1003563.1436, -1005808.2505, -1005965.5382, -1006633.6582, -1223966.7145]","[8.079, 7.841, 7.667, 7.948, 9.118, 8.875, 9.228, 16.286]",2.6714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.667,8.0,4.0359,9.839,11.2743,2.9488,5.7174,7.667,"[[2.829, 0.0], [5.399, 0.0], [7.683, 0.0], [10.539, 0.0], [12.537, 0.0], [15.393, -0.131]]",0.856,0.0,1.6402,0.7135,0.3567,0.4123,3.0,0.0,ok,16.2863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3bb017b691c34f8f89985c0c2220ccec,scene-0634,44
2.3706,7.9168,15.9661,1.6823,3.93,7.1259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,left,2.3706,7.9168,15.9661,1.6823,3.93,7.1259,False,"[-3.5248, -4.6345, -2.8721, 8.2899, -3.5248, -3.0026, 8.2899, 8.2899]","[-624.0193, -4690.4457, -10196.3447, -62455.6061, -12740.3247, -20416.2866, -57437.6431, -71258.3115]","[1.811, -1004688.9514, -1010194.8504, -1062454.1119, -2013764.8215, -2021440.7834, -2058462.1399, -2072282.8083]","[7.126, 7.029, 7.282, 5.948, 5.72, 5.761, 4.47, 4.458]",1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4581,8.0,2.3706,2.0661,8.0952,1.6823,1.8217,4.4581,"[[1.687, -0.131], [3.686, -0.783], [5.97, -1.828], [6.541, -3.133], [9.111, -4.569], [9.968, -7.05]]",0.0,5.8508,7.8709,0.0,2.1083,2.6678,6.0,0.0,ok,7.2824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93ca32c6f20745cd9d6010c66a2721c8,scene-0634,44
1.403,2.9044,3.7673,0.9405,1.6715,2.3617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.403,2.9044,3.7673,0.9405,1.6715,2.3617,False,"[-0.1305, -0.5222, -0.9791, -0.8486, -0.1305, -0.1305, -4.6998, -0.6527]","[-42.819, -569.9567, -767.1055, -1798.0163, -614.0798, -2012.9883, -6355.0672, -234294.8518]","[2.5558, -1000568.4176, -1000765.5663, -1001796.4772, -2001203.9079, -2002602.8165, -2006944.8953, -2234884.68]","[2.362, 2.666, 3.962, 3.86, 3.267, 4.741, 4.371, 8.852]",1.8944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3617,8.0,1.403,2.9044,3.7673,0.9405,1.6715,2.3617,"[[3.115, 0.0], [6.541, -0.131], [9.396, -0.131], [12.537, -0.261], [15.393, -0.261], [17.391, -0.261]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,8.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,098415a9e8b7401a8f30c1425ad612eb,scene-0634,44
5.265,10.158,15.7502,3.8919,6.4681,9.1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,4.6929,11.3001,15.7502,3.6059,6.6124,9.2516,False,"[-0.1305, -0.1305, -0.3916, -0.5222, -0.0653, -0.2611, -0.5222, -0.1305]","[-205.917, -257.8338, -837.1934, -293.0299, -1651.0406, -2279.8458, -7632.4848, -930935.4867]","[3.573, 3.5727, 2.0706, 1.3224, -1001648.648, -1002277.4533, -1007630.0922, -1930933.0942]","[9.252, 9.06, 9.491, 9.211, 9.251, 8.49, 10.487, 17.483]",2.7493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4904,8.0,4.6929,10.158,15.7603,3.6059,6.3251,8.4904,"[[3.686, 0.0], [6.827, 0.0], [11.11, -0.392], [15.393, -0.131], [18.248, -0.261], [21.389, -0.261]]",0.0,1.1421,-0.0101,0.0,0.2874,0.7612,4.0,0.0,ok,17.4829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1794b5423be84d798ff953fff8307998,scene-0634,44
6.8899,13.5552,20.9975,5.1302,8.4297,11.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,6.8899,13.5552,20.141,5.1302,8.4297,11.8571,True,"[-0.1305, -0.1305, -0.1305, -0.1958, -0.4569, -1.436, -0.0653, -0.0653]","[-51.0958, -265.6041, -298.3617, -191.4097, -255.3457, -1145.3744, -7747.771, -205525.4185]","[2.2653, 2.2578, 2.2573, 2.1133, 1.5085, -1001143.9569, -1007746.3534, -1205524.0052]","[11.857, 12.095, 12.666, 12.763, 12.765, 12.363, 11.954, 19.286]",2.3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8571,8.0,6.8899,13.5552,20.141,5.1302,8.4297,11.8571,"[[3.686, 0.0], [7.398, -0.131], [10.539, -0.131], [14.25, -0.131], [17.962, -0.261], [20.818, -0.261]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,19.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43f05ac397484672b9bdf86dcc0b0289,scene-0635,44
6.5424,12.8254,19.9627,4.8286,7.97,11.3494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,6.5424,12.8254,21.1035,4.8286,8.1127,11.7768,False,"[-0.0653, -0.1958, -0.1958, -0.0653, -0.1958, -0.3264, -0.0653, -0.1305]","[-135.1597, -34.7796, -531.8807, -1959.1699, -5539.0631, -8215.213, -9380.4386, -9485.618]","[3.5054, 2.0122, 0.5473, -1001957.7915, -1005539.0235, -1008215.1735, -1009379.0602, -1009485.5784]","[11.777, 11.445, 11.874, 14.683, 12.399, 11.827, 12.682, 11.97]",0.9581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4449,8.0,6.5424,12.8254,19.9648,4.8286,8.1127,11.4449,"[[3.115, 0.0], [6.541, -0.131], [9.968, -0.131], [12.823, -0.261], [17.106, -0.131], [21.103, -0.131]]",0.0,0.0,1.1387,0.0,0.0,0.3319,1.0,0.0,ok,14.6828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e2da4cb3c76f4b9dacf9e63f6d10a254,scene-0635,44
6.5424,12.5379,18.2497,4.8286,7.8981,11.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,5.1135,12.2524,18.2497,3.5431,7.1126,10.4919,True,"[-0.1305, -0.1305, -1.3708, -0.1305, -0.5222, -0.3916, -0.9791, -0.0]","[-272.1728, -379.526, -220.7267, -541.5963, -1143.41, -3456.9701, -4168.2656, -11665.0523]","[4.5025, 3.4205, 0.7285, -1000539.5368, -1001140.2977, -1003453.8579, -1004165.1533, -1011662.9928]","[10.492, 10.258, 10.342, 10.401, 11.114, 11.354, 11.412, 10.307]",0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2575,8.0,5.1135,11.6872,18.2497,3.5431,6.761,10.2575,"[[1.973, 0.0], [5.113, 0.0], [9.111, -0.131], [12.252, -0.131], [16.249, -0.261], [18.248, -0.261]]",0.0,0.5652,0.0,0.0,0.3516,0.2344,4.0,0.0,ok,11.4115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58470b43cd034f61b9aa7e1b5ce78221,scene-0635,44
5.9715,12.2524,18.2483,4.5432,7.6126,10.4917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,6.2556,12.2524,18.2483,4.828,7.7551,10.5866,False,"[-0.0653, -0.0653, -0.2611, -0.0653, -0.1305, -0.0653, -0.3264, -0.1305]","[-234.4776, -221.73, -2401.4475, -4343.0987, -4641.2678, -6069.0112, -23134.2382, -146407.3548]","[4.3986, 3.3207, -1002399.3954, -1004339.9684, -1004639.2157, -1006065.8809, -1023131.1079, -1146405.3026]","[10.587, 10.492, 10.446, 10.111, 10.444, 10.349, 8.876, 19.2]",3.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8757,8.0,6.2556,12.2524,16.2623,4.828,7.7551,8.8757,"[[3.4, 0.0], [6.256, 0.0], [9.111, -0.131], [12.252, -0.131], [14.25, -0.131], [18.248, -0.131]]",0.0,0.0,1.9861,0.0,0.0,1.7109,6.0,0.0,ok,19.2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4ef7c8c891a84b9eb030f12e1c07830f,scene-0635,44
0.5855,1.471,1.6189,0.5387,0.9804,1.1714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.5855,0.8286,6.223,0.5387,0.5619,1.5683,False,"[-0.1958, -0.0653, -0.5222, -0.2611, -0.0653, -0.0653, -0.0]","[-424.213, -904.9125, -1180.7197, -2403.1074, -3161.3352, -11412.9376, -41736.2545]","[-1000420.6659, -1000901.3654, -1001177.6215, -1002400.0092, -1003158.2371, -1011409.3905, -1041733.1563]","[1.568, 0.941, 4.416, 2.733, 2.838, 2.542, 3.774]",1.1031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.941,7.0,0.5855,0.8286,1.6252,0.5387,0.5619,0.941,"[[3.115, 0.0], [6.541, 0.0], [10.824, -0.131], [14.536, 0.0], [15.964, 0.0], [13.679, 0.392]]",0.0,0.0,4.5978,0.0,0.0,0.6273,1.0,0.0,ok,4.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3ac231a1ef4c481c9c15921cafa87307,scene-0636,44
1.2437,3.2866,7.1447,0.8401,1.6849,3.2071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.2437,3.2866,6.5738,0.8401,1.7562,3.1595,True,"[-0.1305, -0.1305, -0.1305, -0.9138, -0.1305, -0.718, -0.1958, -0.0]","[-64.4591, -495.1907, -729.4097, -1141.9547, -1918.5258, -6002.1099, -8341.0173, -33126.1321]","[3.594, 3.4848, -1000726.9566, -1001139.5696, -1001916.0728, -1005999.7248, -1008338.5643, -1033123.747]","[3.159, 3.684, 2.78, 3.909, 4.351, 4.108, 3.092, 5.968]",0.9371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7796,8.0,1.2437,3.2866,6.5738,0.8401,1.7562,2.7796,"[[2.258, 0.0], [4.542, 0.0], [6.541, -0.131], [8.54, -0.131], [11.11, -0.261], [12.537, -0.261]]",0.0,0.0,0.0,0.0,0.0,0.3799,2.0,0.0,ok,5.9683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a49f9ebfee6044589286b7f8e279ac18,scene-0636,44
2.6585,5.1715,6.5289,1.8328,3.0103,4.0977,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,ok,right,2.0875,4.8296,6.5289,1.69,3.138,4.1828,False,"[0.0653, 0.0653, 0.5222, 1.1097, 0.0653, 0.0653, 0.0653, 0.1305]","[-480.5013, -654.4405, -783.1117, -881.6994, -3465.6747, -22181.3335, -26227.2194, -180046.7978]","[2.4731, 2.4701, -1000780.5832, -1000879.171, -1003461.0804, -1022176.7392, -1026222.6251, -1180042.2035]","[4.183, 4.596, 3.813, 4.111, 3.68, 4.127, 5.848, 12.829]",2.8782,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,3.6805,8.0,2.0875,3.5221,6.5289,1.69,2.3845,3.6805,"[[2.544, 0.0], [4.542, -0.131], [7.969, -0.131], [9.682, -0.653], [11.966, -0.131], [13.108, -0.131]]",0.0,1.3075,0.0,0.0,0.7535,0.5024,4.0,0.0,ok,12.8289,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.25,0.3333333333333333,60f69450e83440ca822610054f48e17e,scene-0636,44
0.4758,0.1952,0.4109,0.4121,0.2936,0.3668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.6774,0.1952,2.157,0.7383,0.4567,0.7302,False,"[-0.0, -0.0653, -0.0653, -0.5222, -0.4569, -0.1958, -0.1305, -0.1958]","[-398.3261, -65.1526, -14.609, -1962.9839, -11029.0461, -17910.7872, -20493.5406, -121607.6092]","[4.4039, 4.0439, 2.1118, -1001962.2175, -1011028.2796, -1017908.0874, -1020492.7741, -1121604.9094]","[0.73, 0.624, 0.516, 1.013, 1.266, 1.811, 10.14, 4.782]",3.1279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5156,8.0,0.4758,0.1952,1.3038,0.4121,0.2936,0.5156,"[[3.115, 0.0], [7.398, 0.0], [12.537, -0.131], [16.82, -0.131], [21.674, -0.261], [23.673, 0.0]]",0.2016,0.0,0.8532,0.3262,0.1631,0.2146,2.0,0.0,ok,10.1396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fb6bf332e9484f7380161edeeee03af9,scene-0636,44
3.2666,5.2191,8.8432,2.108,3.5601,5.1577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,3.2666,5.7902,8.2722,2.5362,3.917,5.348,False,"[-0.1305, -0.0653, -0.0653, -0.0653, -0.1305, -0.1305, -0.0653, -0.2611]","[-167.411, -1341.8143, -1637.5924, -1725.0377, -2543.7635, -5839.0202, -12204.1572, -39299.6483]","[2.1689, -1001340.0139, -1001635.808, -1001723.2533, -1002541.9631, -1005837.2198, -1012202.3728, -1039297.8479]","[5.348, 4.839, 4.634, 4.444, 4.445, 3.313, 7.585, 4.127]",1.1719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3126,8.0,3.2666,3.2224,8.2722,2.108,2.5631,3.3126,"[[2.258, 0.0], [4.828, 0.0], [7.398, -0.131], [10.539, -0.131], [12.823, -0.131], [16.82, -0.261]]",0.0,2.5678,0.0,0.4282,1.3539,2.0355,6.0,0.0,ok,7.5845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8b77b8e2cbf144bea91f4c1856b05a7c,scene-0637,44
1.8941,4.2414,5.9669,1.5067,2.5694,3.5827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.8941,2.5309,7.1089,1.5067,1.7136,3.2024,True,"[-0.1305, -0.1305, -0.2611, -0.3916, -0.0, -0.3916, -0.1305, -0.0]","[-306.5071, -67.2179, -561.1649, -2112.8611, -3734.3817, -6824.0969, -37826.2883, -209453.8799]","[4.1546, 3.0394, -1000558.9425, -1002109.5199, -1003732.1593, -1006820.7557, -1037824.0659, -1209450.5387]","[3.202, 3.725, 3.542, 3.161, 2.836, 2.363, 6.534, 10.019]",2.4206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3634,8.0,1.8941,2.5309,0.6416,1.5067,1.7136,2.3634,"[[3.115, 0.0], [6.541, 0.0], [11.395, -0.131], [14.536, 0.0], [16.249, -0.131], [18.819, -0.261]]",0.0,0.0,6.4672,0.0,0.0,0.8391,3.0,0.0,ok,10.0189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e5313f353c1340288bc407c3f52f5226,scene-0637,44
