command,copy_codebook_cosine_s0,copy_codebook_cosine_s1,copy_codebook_cosine_s2,copy_codebook_l2_s0,copy_codebook_l2_s1,copy_codebook_l2_s2,copy_pixel_mae_s0,copy_pixel_mae_s1,copy_pixel_mae_s2,delta_copy_codebook_cosine_s0,delta_copy_codebook_cosine_s1,delta_copy_codebook_cosine_s2,delta_copy_codebook_l2_s0,delta_copy_codebook_l2_s1,delta_copy_codebook_l2_s2,delta_copy_pixel_mae_s0,delta_copy_pixel_mae_s1,delta_copy_pixel_mae_s2,delta_plan_codebook_cosine_s0,delta_plan_codebook_cosine_s1,delta_plan_codebook_cosine_s2,delta_plan_codebook_l2_s0,delta_plan_codebook_l2_s1,delta_plan_codebook_l2_s2,delta_plan_pixel_mae_s0,delta_plan_pixel_mae_s1,delta_plan_pixel_mae_s2,gt_codebook_cosine_s0,gt_codebook_cosine_s1,gt_codebook_cosine_s2,gt_codebook_l2_s0,gt_codebook_l2_s1,gt_codebook_l2_s2,gt_pixel_mae_s0,gt_pixel_mae_s1,gt_pixel_mae_s2,plan_avgL2,plan_codebook_cosine_s0,plan_codebook_cosine_s1,plan_codebook_cosine_s2,plan_codebook_l2_s0,plan_codebook_l2_s1,plan_codebook_l2_s2,plan_ok,plan_pixel_mae_s0,plan_pixel_mae_s1,plan_pixel_mae_s2,plan_seg_err_s0,plan_seg_err_s1,plan_seg_err_s2,sample_token,scene
right,0.62542,0.76595,0.83342,14.7676,17.22031,17.6558,0.09607,0.1295,0.16428,0.17781,0.07788,0.11437,2.31049,1.55449,1.96362,0.00426,0.02005,0.04193,0.05347,0.1808,0.11787,0.37413,2.82912,1.82235,-0.01268,0.02078,0.02402,0.44761,0.68807,0.71905,12.45711,15.66583,15.69219,0.09182,0.10945,0.12235,5.51058,0.50108,0.86887,0.83691,12.83124,18.49495,17.51453,True,0.07914,0.13024,0.14637,1.4013,5.37085,13.49966,5dda1ef89d98493aa39a470b21fa4ebe,scene-0035
right,0.73235,0.77158,0.8308,16.4713,16.79314,17.38092,0.10797,0.16373,0.14667,0.03686,-0.02373,-0.05089,0.38797,0.28551,-1.10594,-0.00268,0.03125,-0.00947,0.00648,0.07951,0.03508,0.10145,0.87626,0.80043,0.00247,0.00394,0.00815,0.69549,0.79531,0.88169,16.08333,16.50763,18.48685,0.11066,0.13248,0.15614,3.9474,0.70197,0.87482,0.91677,16.18478,17.3839,19.28728,True,0.11313,0.13642,0.16428,1.99098,3.62239,7.39053,7b86bda4144e46b08b5c8aea57bfa969,scene-0035
right,0.76595,0.83342,0.83185,17.22031,17.6558,17.73082,0.1295,0.16428,0.15629,0.21547,0.11437,0.01678,3.39524,1.96362,0.23131,0.03119,0.04193,-0.00131,0.1506,0.0218,0.09288,2.49431,0.36648,1.38417,0.01525,0.00251,0.01511,0.55048,0.71905,0.81507,13.82507,15.69219,17.49951,0.09831,0.12235,0.15761,2.78861,0.70108,0.74085,0.90795,16.31939,16.05867,18.88368,True,0.11356,0.12486,0.17272,1.16738,3.39123,5.47046,7f73470d1234487996a0f254b1e6c610,scene-0035
right,0.77158,0.8308,0.89776,16.79314,17.38092,18.51023,0.16373,0.14667,0.18506,-0.0327,-0.05089,0.13062,0.26674,-1.10594,0.75516,0.03435,-0.00947,-0.02744,-0.01025,-0.04428,-0.0177,0.10331,-0.53667,-0.98986,0.00505,-0.00639,-0.04081,0.80427,0.88169,0.76713,16.5264,18.48685,17.75508,0.12938,0.15614,0.2125,2.74649,0.79403,0.83741,0.74943,16.62971,17.95018,16.76522,True,0.13442,0.14975,0.1717,0.83138,3.24523,4.59901,3c4a042965874822affa98f7449566b6,scene-0035
right,0.83342,0.83185,0.88351,17.6558,17.73082,18.60563,0.16428,0.15629,0.18684,0.1158,0.01678,0.07823,1.52991,0.23131,1.28381,0.015,-0.00131,0.06644,0.02072,0.15155,-0.01052,-0.14337,2.53014,-0.23173,-0.01438,0.02704,0.01067,0.71762,0.81507,0.80528,16.1259,17.49951,17.32182,0.14929,0.15761,0.1204,2.94983,0.73834,0.96662,0.79476,15.98253,20.02965,17.09009,True,0.13491,0.18465,0.13107,0.83817,4.40747,5.09329,b2024b635e624a719d16d85b395447d3,scene-0035
right,0.8308,0.89776,0.78622,17.38092,18.51023,17.03057,0.14667,0.18506,0.15105,0.15807,0.13062,0.08202,2.50255,0.75516,1.5398,0.01413,-0.02744,0.02523,0.13224,0.14809,0.17143,2.04466,1.14254,2.38568,0.00764,-0.0196,0.03677,0.67273,0.76713,0.7042,14.87836,17.75508,15.49078,0.13254,0.2125,0.12582,5.96631,0.80497,0.91522,0.87563,16.92303,18.89762,17.87645,True,0.14017,0.1929,0.16259,3.03462,5.59605,11.12957,50a05815453843d59bc3a77910df455d,scene-0035
right,0.83185,0.88351,0.84654,17.73082,18.60563,17.02009,0.15629,0.18684,0.12768,0.14363,0.07823,0.02492,1.64735,1.28381,0.44129,0.00143,0.06644,0.02248,0.017,-0.06766,-0.02087,0.14391,-1.35425,0.17213,-0.00376,-0.00639,0.02143,0.68822,0.80528,0.82162,16.08346,17.32182,16.5788,0.15486,0.1204,0.1052,5.59184,0.70522,0.73762,0.80075,16.22737,15.96758,16.75093,True,0.1511,0.11402,0.12662,2.49336,4.33077,14.56009,25a5a54ce55347fe877f2d72b0231a37,scene-0035
right,0.89776,0.78622,0.7568,18.51023,17.03057,16.22302,0.18506,0.15105,0.12432,0.15595,0.08202,0.11747,1.57891,1.5398,1.93759,0.00364,0.02523,0.01377,0.14658,-0.02392,0.23313,1.84911,-0.23736,3.49819,0.00648,0.02075,0.04092,0.74181,0.7042,0.63932,16.93132,15.49078,14.28542,0.18141,0.12582,0.11054,5.75157,0.88839,0.68028,0.87246,18.78043,15.25342,17.78362,True,0.18789,0.14657,0.15146,2.0297,6.78435,11.58264,c76efd09fff94c32b9a77b0c634856af,scene-0035
straight,0.88351,0.84654,0.79578,18.60563,17.02009,16.68684,0.18684,0.12768,0.11158,0.17476,0.02492,-0.01438,3.00001,0.44129,-0.43683,0.07581,0.02248,-0.01352,0.09638,-0.09398,-0.06309,1.59879,-1.32593,-1.02503,0.01405,-0.00739,-0.01275,0.70874,0.82162,0.81016,15.60562,16.5788,17.12366,0.11103,0.1052,0.1251,5.6244,0.80512,0.72764,0.74706,17.20441,15.25287,16.09863,True,0.12508,0.0978,0.11235,3.34114,5.64527,9.75202,d4437f7299da465a9115120375104a24,scene-0035
straight,0.78622,0.7568,0.6859,17.03057,16.22302,15.66408,0.15105,0.12432,0.11579,0.04718,0.11747,-0.14634,1.22768,1.93759,-1.61603,0.01966,0.01377,-0.01276,0.0592,0.2763,0.10625,0.80433,3.79318,1.67995,0.01581,0.04098,0.03213,0.73904,0.63932,0.83224,15.8029,14.28542,17.28011,0.13139,0.11054,0.12855,5.45314,0.79824,0.91563,0.93849,16.60722,18.0786,18.96006,True,0.1472,0.15152,0.16068,3.36811,5.06699,10.73883,c4bd1994696342e386e28a05135b09ad,scene-0035
straight,0.84654,0.79578,0.73398,17.02009,16.68684,15.60167,0.12768,0.11158,0.12113,0.10007,-0.01438,-0.03562,1.69785,-0.43683,-1.02324,0.02708,-0.01352,0.00108,-0.04988,-0.15619,-0.03101,-0.59465,-2.02763,-0.2738,-0.00333,-0.0075,0.00615,0.74647,0.81016,0.7696,15.32224,17.12366,16.62492,0.1006,0.1251,0.12005,3.54452,0.69659,0.65397,0.73858,14.72758,15.09604,16.35112,True,0.09727,0.1176,0.12619,1.72478,2.65029,8.32705,c0e4b1016c09468c9b1ce496462eb1ad,scene-0035
straight,0.7568,0.6859,0.70919,16.22302,15.66408,16.30011,0.12432,0.11579,0.14998,0.11747,-0.14634,0.04124,1.93759,-1.61603,0.41056,0.01377,-0.01276,0.02014,0.13337,-0.03802,0.00141,2.28678,-0.41539,-0.39361,0.00895,-0.00174,-0.00039,0.63932,0.83224,0.66795,14.28542,17.28011,15.88955,0.11054,0.12855,0.12984,2.22582,0.77269,0.79422,0.66936,16.5722,16.86472,15.49594,True,0.11949,0.12682,0.12946,1.69271,2.52929,3.5719,08078980e5564ecd80cdab0d0c71f2ac,scene-0035
straight,0.79578,0.73398,0.71211,16.68684,15.60167,16.19696,0.11158,0.12113,0.13557,-0.01438,-0.03562,-0.01536,-0.43683,-1.02324,-0.98382,-0.01352,0.00108,-0.01132,-0.09031,0.07529,0.05317,-1.44532,0.88368,0.75677,-0.01207,0.02543,0.00057,0.81016,0.7696,0.72747,17.12366,16.62492,17.18078,0.1251,0.12005,0.14688,6.11078,0.71985,0.84489,0.78064,15.67834,17.5086,17.93755,True,0.11303,0.14548,0.14745,3.22207,7.49178,10.35281,de550f4c35284f90844c07a64253639b,scene-0035
straight,0.6859,0.70919,0.7704,15.66408,16.30011,17.33497,0.11579,0.14998,0.16462,-0.14634,0.04124,0.09459,-1.61603,0.41056,0.94981,-0.01276,0.02014,0.01954,-0.04644,0.05949,0.01293,-0.49256,0.80444,-0.04217,-0.00067,0.01428,0.00979,0.83224,0.66795,0.67581,17.28011,15.88955,16.38516,0.12855,0.12984,0.14508,7.39429,0.7858,0.72744,0.68875,16.78755,16.69399,16.34298,True,0.12789,0.14413,0.15487,3.43498,9.04928,13.57081,6f88910ce826420fb9739c7da9d2e54e,scene-0035
straight,0.73398,0.71211,0.72609,15.60167,16.19696,16.98194,0.12113,0.13557,0.18027,-0.02164,-0.01536,-0.00281,-0.55069,-0.98382,-0.40489,-0.00173,-0.01132,0.06966,-0.03044,0.0826,0.12989,0.14896,0.42228,2.16146,0.0046,-0.00197,0.0916,0.75562,0.72747,0.7289,16.15237,17.18078,17.38684,0.12286,0.14688,0.1106,8.64366,0.72518,0.81006,0.85879,16.30132,17.60306,19.54829,True,0.12745,0.14492,0.2022,4.86716,9.72809,14.89046,5f15115414584a23bdc0d0982c46e264,scene-0035
straight,0.68807,0.74691,0.69783,16.3694,16.64247,15.72176,0.11562,0.13572,0.11419,0.13785,0.04637,-0.0623,2.69521,0.90204,-1.21475,0.03221,0.02545,0.00179,-0.01698,0.09383,0.03273,0.25508,1.23228,0.77494,0.0282,0.01039,0.0057,0.55023,0.70055,0.76012,13.67419,15.74043,16.9365,0.08341,0.11028,0.11241,3.78106,0.53325,0.79437,0.79285,13.92927,16.97271,17.71145,True,0.11161,0.12067,0.11811,2.08728,4.02194,7.12979,e1b5c775be134db696ce22413d195c72,scene-0036
straight,0.82106,0.75017,0.6919,17.64942,16.49261,15.82735,0.12815,0.11508,0.11107,0.1238,0.08646,-0.03899,1.81956,0.98753,-1.04808,0.03116,0.01392,0.00412,0.02108,0.08483,0.00059,0.42688,1.29542,0.04342,1e-05,0.01199,0.01288,0.69726,0.66372,0.73089,15.82986,15.50508,16.87543,0.09699,0.10116,0.10695,0.67759,0.71834,0.74854,0.73149,16.25674,16.8005,16.91884,True,0.097,0.11315,0.11984,0.10613,0.55998,1.01132,ef9b3594550a4e8a9e6442aa7b5c6be1,scene-0036
straight,0.74691,0.69783,0.64294,16.64247,15.72176,15.25875,0.13572,0.11419,0.10192,0.04637,-0.0623,0.03049,0.90204,-1.21475,0.30764,0.02545,0.00179,0.00068,0.10771,0.04167,0.09883,1.30608,0.93262,1.238,0.00917,0.01566,0.00307,0.70055,0.76012,0.61245,15.74043,16.9365,14.95111,0.11028,0.11241,0.10124,3.0119,0.80825,0.80179,0.71128,17.0465,17.86913,16.18911,True,0.11945,0.12807,0.10431,1.38999,2.78589,5.929,723739bbe19f49cfb531585eecea1dc5,scene-0036
straight,0.75017,0.6919,0.71152,16.49261,15.82735,15.76306,0.11508,0.11107,0.10252,0.06232,-0.03899,0.04805,0.51667,-1.04808,0.02021,0.01673,0.00412,0.01036,-0.04824,-0.05418,-0.00656,-1.18839,-0.53663,0.12533,-0.0031,-0.00314,0.00757,0.68785,0.73089,0.66347,15.97593,16.87543,15.74285,0.09836,0.10695,0.09216,4.2775,0.63961,0.67672,0.65691,14.78754,16.3388,15.86818,True,0.09525,0.10382,0.09973,2.37024,5.10864,7.97261,a85e915244be4644ba830af4cf4aaf45,scene-0036
straight,0.69783,0.64294,0.72823,15.72176,15.25875,15.87911,0.11419,0.10192,0.10223,-0.06504,0.03049,0.14373,-1.13964,0.30764,1.35953,0.00166,0.00068,0.01401,0.03894,-0.00481,0.08366,0.43405,0.06087,0.90962,-0.00736,0.00314,0.00188,0.76286,0.61245,0.5845,16.8614,14.95111,14.51959,0.11253,0.10124,0.08822,2.78971,0.80181,0.60764,0.66816,17.29545,15.01199,15.42921,True,0.10517,0.10438,0.0901,1.42142,2.84801,5.2222,856ccc626a4a4c0aaac1e62335050ac0,scene-0036
straight,0.6919,0.71152,0.75879,15.82735,15.76306,16.82527,0.11107,0.10252,0.11022,-0.03899,0.04805,0.14628,-1.04808,0.02021,1.44157,0.00412,0.01036,0.00868,-0.0496,0.1397,0.05694,-0.88434,1.85878,0.49506,-0.00422,0.02276,0.0021,0.73089,0.66347,0.61251,16.87543,15.74285,15.3837,0.10695,0.09216,0.10154,2.98613,0.68129,0.80317,0.66945,15.99109,17.60163,15.87876,True,0.10273,0.11492,0.10364,1.05074,3.628,5.99848,e63b580425fc45b5a585a45523bac035,scene-0036
straight,0.64294,0.72823,0.8262,15.25875,15.87911,17.98384,0.10192,0.10223,0.13244,0.03049,0.14373,0.15204,0.30764,1.35953,2.43123,0.00068,0.01401,0.02297,0.04922,0.17472,-0.05108,0.70343,2.58916,0.0101,0.00405,0.03085,0.00587,0.61245,0.5845,0.67416,14.95111,14.51959,15.55261,0.10124,0.08822,0.10947,2.64292,0.66168,0.75921,0.62309,15.65455,17.10875,15.56271,True,0.10528,0.11907,0.11534,1.16959,2.53104,6.25149,f3599aace98a4c0890a8ea374dfd58ff,scene-0036
straight,0.71152,0.75879,0.81839,15.76306,16.82527,17.88072,0.10252,0.11022,0.15292,-0.02841,0.14628,0.15579,-0.90288,1.44157,2.54835,-0.00948,0.00868,0.039,-0.08907,0.05606,0.01591,-1.17979,0.36421,0.42769,-0.02291,0.00043,0.00188,0.73993,0.61251,0.66259,16.66594,15.3837,15.33238,0.112,0.10154,0.11392,0.85446,0.65086,0.66857,0.6785,15.48615,15.74791,15.76006,True,0.08909,0.10197,0.1158,0.61055,2.12085,0.5562,28b65b60537d4f70be13fae042ecace9,scene-0036
straight,0.72823,0.8262,0.80189,15.87911,17.98384,18.58053,0.10223,0.13244,0.15874,0.09243,0.15204,0.10995,0.63633,2.43123,1.83742,0.01044,0.02297,0.03452,-0.00785,0.06041,-0.02638,-0.30536,1.56533,-0.51225,-0.0034,0.02801,-0.00274,0.6358,0.67416,0.69194,15.24279,15.55261,16.74311,0.09179,0.10947,0.12421,1.45495,0.62795,0.73457,0.66556,14.93743,17.11793,16.23086,True,0.08839,0.13747,0.12148,0.69602,2.53847,1.3658,ae334a760ecd45d8a88a69014d8290ab,scene-0036
straight,0.75879,0.81839,0.81271,16.82527,17.88072,18.20013,0.11022,0.15292,0.1934,0.14628,0.15579,0.07376,1.44157,2.54835,0.83983,0.00868,0.039,0.03173,0.04364,0.0315,-0.06253,0.13988,0.5888,-0.80929,0.00116,0.00875,0.00631,0.61251,0.66259,0.73895,15.3837,15.33238,17.3603,0.10154,0.11392,0.16167,5.2097,0.65615,0.6941,0.67642,15.52357,15.92118,16.55101,True,0.10271,0.12267,0.16798,3.53963,5.96103,8.91004,7bd9965f22864e9dbff830ced43a66da,scene-0036
straight,0.8262,0.80189,0.83379,17.98384,18.58053,18.67042,0.13244,0.15874,0.22923,0.15204,0.10995,0.2114,2.43123,1.83742,2.73734,0.02297,0.03452,0.09491,0.08097,0.08526,0.09091,1.7001,1.59118,1.5927,0.01059,0.02566,0.05701,0.67416,0.69194,0.62238,15.55261,16.74311,15.93307,0.10947,0.12421,0.13432,8.95084,0.75513,0.7772,0.71329,17.25271,18.33429,17.52577,True,0.12005,0.14987,0.19134,5.58643,9.55236,15.26048,978a078289b64db3a6a318e8547076ba,scene-0036
straight,0.81839,0.81271,0.80934,17.88072,18.20013,18.61219,0.15292,0.1934,0.21173,0.15579,0.07376,0.12643,2.54835,0.83983,1.90637,0.039,0.03173,0.09156,0.10806,0.05173,0.15348,1.5441,1.37513,2.98292,0.01649,0.02745,0.07762,0.66259,0.73895,0.6829,15.33238,17.3603,16.70582,0.11392,0.16167,0.12017,8.94065,0.77065,0.79068,0.83638,16.87648,18.73543,19.68874,True,0.13041,0.18912,0.19779,5.30374,10.25218,15.68937,125a63c9e5b14ebfb5839143c88e3a44,scene-0036
straight,0.80189,0.83379,0.78033,18.58053,18.67042,17.52914,0.15874,0.22923,0.16206,0.10995,0.2114,0.01967,1.83742,2.73734,-0.63649,0.03452,0.09491,0.01341,-0.03366,0.11468,0.00593,-0.43564,3.78587,-0.33075,0.00704,0.13526,0.00731,0.69194,0.62238,0.76066,16.74311,15.93307,18.16563,0.12421,0.13432,0.14864,10.53865,0.65828,0.73707,0.76659,16.30747,19.71894,17.83488,True,0.13125,0.26958,0.15595,5.13495,12.55786,18.68749,f82e1e7cf87b4ef1a4d6227b6851441d,scene-0036
straight,0.81271,0.80934,0.75049,18.20013,18.61219,16.92798,0.1934,0.21173,0.12344,0.07376,0.12643,0.05536,0.83983,1.90637,0.92532,0.03173,0.09156,0.03137,-0.07349,0.02436,0.17296,-0.93221,0.54261,3.32255,0.01079,0.04762,0.08123,0.73895,0.6829,0.69513,17.3603,16.70582,16.00266,0.16167,0.12017,0.09208,10.63128,0.66547,0.70726,0.86808,16.42809,17.24843,19.32521,True,0.17246,0.16779,0.17331,5.54479,12.69444,18.61452,cd7b7f9917364acc9e25e8d21e4dc297,scene-0036
straight,0.83379,0.78033,0.6439,18.67042,17.52914,15.32008,0.22923,0.16206,0.11783,0.22533,0.01967,0.0134,2.49005,-0.63649,0.4,0.08831,0.01341,0.04214,0.12286,0.10059,0.02691,1.54543,0.90846,0.50079,0.04535,0.03493,0.0178,0.60845,0.76066,0.63051,16.18037,18.16563,14.92008,0.14092,0.14864,0.07569,9.24247,0.73131,0.86125,0.65742,17.7258,19.07409,15.42087,True,0.18627,0.18357,0.0935,4.87696,12.1472,14.88116,96d66c41d3dc42b193bf1a091ac103a3,scene-0036
straight,0.80934,0.75049,0.6927,18.61219,16.92798,16.14528,0.21173,0.12344,0.10648,0.15127,0.05536,0.03213,2.14454,0.92532,0.81202,0.09033,0.03137,0.02183,0.046,0.02695,0.2021,0.72232,0.86785,4.02014,0.04061,0.01886,0.11186,0.65807,0.69513,0.66057,16.46765,16.00266,15.33327,0.1214,0.09208,0.08465,9.81802,0.70408,0.72208,0.86267,17.18997,16.87051,19.3534,True,0.16201,0.11094,0.19651,6.03473,10.81588,15.9569,6f8d7a927c524cb8b3526b9b798a5a53,scene-0036
straight,0.78033,0.6439,0.67806,17.52914,15.32008,15.7764,0.16206,0.11783,0.09853,0.06027,0.0134,0.14276,0.6983,0.4,2.08939,0.03249,0.04214,0.02084,0.03763,0.27767,0.04716,0.57392,4.55924,0.76901,0.02619,0.10649,0.00491,0.72005,0.63051,0.5353,16.83084,14.92008,13.68701,0.12957,0.07569,0.07769,10.90201,0.75768,0.90818,0.58246,17.40475,19.47932,14.45602,True,0.15576,0.18218,0.0826,6.15598,12.89795,18.29077,c2102371cbcf4d8f9eb66069a3d5b350,scene-0036
straight,0.75049,0.6927,0.68524,16.92798,16.14528,16.16869,0.12344,0.10648,0.10566,0.05536,0.03213,0.03028,0.92532,0.81202,0.0435,0.03137,0.02183,0.00299,0.05503,-0.0565,0.00393,0.87666,-0.84162,0.00984,0.02701,0.01446,0.00197,0.69513,0.66057,0.65495,16.00266,15.33327,16.12518,0.09208,0.08465,0.10266,10.89297,0.75016,0.60407,0.65889,16.87932,14.49164,16.13503,True,0.11909,0.09911,0.10463,6.51931,12.51608,18.29632,73e7a058423243e49848fd0b9b259ce9,scene-0036
straight,0.6439,0.67806,0.66413,15.32008,15.7764,15.44641,0.11783,0.09853,0.10309,0.0134,0.14276,0.0689,0.4,2.08939,0.68211,0.04214,0.02084,0.02122,0.05503,0.03447,0.22268,0.61672,0.30749,3.96435,0.02117,0.00855,0.05964,0.63051,0.5353,0.59523,14.92008,13.68701,14.7643,0.07569,0.07769,0.08187,7.47511,0.68553,0.56978,0.81791,15.5368,13.9945,18.72865,True,0.09686,0.08624,0.14151,4.76304,6.70796,14.29203,538100c6eb164041b51302a0bd140187,scene-0036
straight,0.6927,0.68524,0.67276,16.14528,16.16869,16.35024,0.10648,0.10566,0.10758,0.03213,0.03028,0.0052,0.81202,0.0435,0.14521,0.02183,0.00299,0.01242,-0.02033,-0.01157,0.14119,-0.04123,-0.48184,2.1762,0.01158,-0.00344,0.0382,0.66057,0.65495,0.66756,15.33327,16.12518,16.20503,0.08465,0.10266,0.09515,7.83778,0.64024,0.64338,0.80875,15.29204,15.64334,18.38124,True,0.09623,0.09922,0.13335,4.59471,8.94722,13.81329,ca08ecf430ce4eceaea30a6a2a8eef95,scene-0036
straight,0.67806,0.66413,0.60637,15.7764,15.44641,15.46408,0.09853,0.10309,0.11969,0.14276,0.0689,0.06449,2.08939,0.68211,0.30226,0.02084,0.02122,0.01668,0.09546,0.05483,0.15317,1.25034,0.64772,1.78392,0.00464,0.01483,0.01215,0.5353,0.59523,0.54189,13.68701,14.7643,15.16182,0.07769,0.08187,0.10301,6.74346,0.63076,0.65006,0.69505,14.93735,15.41202,16.94574,True,0.08233,0.0967,0.11516,2.82899,7.27314,12.54632,f8d77275b248436794a049c74b69e9f1,scene-0036
straight,0.68524,0.67276,0.58328,16.16869,16.35024,15.59673,0.10566,0.10758,0.11991,0.12635,0.0052,0.04892,1.91102,0.14521,0.86998,0.01191,0.01242,0.0245,0.05666,-0.05466,0.00454,0.80468,-0.63431,0.27125,0.0014,0.00509,0.0002,0.55888,0.66756,0.53436,14.25767,16.20503,14.72675,0.09375,0.09515,0.09541,6.30676,0.61554,0.6129,0.5389,15.06234,15.57072,14.998,True,0.09514,0.10025,0.09561,4.09434,6.96507,9.99509,104e1393ff1d4d7d8d56603527a77080,scene-0036
straight,0.66413,0.60637,0.58369,15.44641,15.46408,15.24087,0.10309,0.11969,0.10434,0.07231,0.06449,-0.03036,0.78103,0.30226,-0.47025,0.02031,0.01668,0.01729,0.09468,0.1128,-0.19426,1.06194,1.1694,-2.19651,0.01517,0.00247,-0.00732,0.59182,0.54189,0.61405,14.66538,15.16182,15.71112,0.08278,0.10301,0.08705,7.75867,0.6865,0.65468,0.41979,15.72733,16.33123,13.51461,True,0.09795,0.10548,0.07972,3.90063,9.45938,12.96414,568a082ce58a4b4e81df3974e7ff34de,scene-0036
straight,0.67276,0.58328,0.57179,16.35024,15.59673,14.80289,0.10758,0.11991,0.09081,0.0052,0.04892,-0.07368,0.14521,0.86998,-1.95652,0.01242,0.0245,-0.02137,-0.03374,0.00532,-0.00816,-0.65537,0.18909,-0.66243,0.00496,0.00971,-0.01435,0.66756,0.53436,0.64547,16.20503,14.72675,16.75941,0.09515,0.09541,0.11218,4.62081,0.63382,0.53968,0.63731,15.54966,14.91584,16.09698,True,0.10011,0.10512,0.09783,2.60954,5.63895,8.24709,faae4d51453c4a8e9b3fe404724ddfa8,scene-0036
straight,0.60637,0.58369,0.54297,15.46408,15.24087,14.53432,0.11969,0.10434,0.07939,0.06449,-0.03036,-0.06729,0.30226,-0.47025,-1.43095,0.01668,0.01729,-0.02785,0.02312,0.00992,0.01154,-0.09986,0.20931,-0.41986,-0.00346,0.00518,-0.01659,0.54189,0.61405,0.61025,15.16182,15.71112,15.96527,0.10301,0.08705,0.10724,3.68239,0.56501,0.62397,0.6218,15.06197,15.92043,15.54541,True,0.09955,0.09223,0.09065,2.44316,3.37964,6.58271,07a6e4ffcd6f4d4caad66fb043435c4f,scene-0036
straight,0.58328,0.57179,0.52001,15.59673,14.80289,14.04384,0.11991,0.09081,0.08224,0.04892,-0.07368,-0.09318,0.86998,-1.95652,-1.8427,0.0245,-0.02137,-0.01839,0.09603,-0.01041,-0.12325,1.51884,-1.09608,-0.06119,0.00552,-0.03372,0.08296,0.53436,0.64547,0.61319,14.72675,16.75941,15.88654,0.09541,0.11218,0.10063,5.89882,0.63039,0.63506,0.48994,16.24558,15.66333,15.82535,True,0.10093,0.07846,0.18359,3.34135,6.80661,10.35374,139bce92199440ea8929d1a1bd10dbda,scene-0036
straight,0.58369,0.54297,0.55901,15.24087,14.53432,14.59305,0.10434,0.07939,0.10095,-0.03036,-0.06729,-0.03045,-0.47025,-1.43095,-0.32812,0.01729,-0.02785,0.00025,-0.0118,-0.03867,-0.01751,-0.22679,-0.89402,-0.38146,0.00787,-0.01539,-0.00399,0.61405,0.61025,0.58946,15.71112,15.96527,14.92117,0.08705,0.10724,0.1007,4.48606,0.60225,0.57158,0.57194,15.48433,15.07126,14.53971,True,0.09491,0.09185,0.09671,2.39002,5.3088,8.16613,c1f344cadf354fe0b12446935e54247e,scene-0036
straight,0.57179,0.52001,0.62199,14.80289,14.04384,15.67247,0.09081,0.08224,0.11799,-0.07368,-0.09318,0.12012,-1.95652,-1.8427,1.87061,-0.02137,-0.01839,0.02427,0.00134,-0.02562,0.0775,-0.41872,-0.66048,1.49815,-0.00946,-0.00942,0.01834,0.64547,0.61319,0.50187,16.75941,15.88654,13.80186,0.11218,0.10063,0.09371,2.93468,0.64681,0.58757,0.57937,16.34069,15.22606,15.30002,True,0.10272,0.0912,0.11206,1.77879,2.75707,4.8258,4ea2156b82df43cb8e80a3cb344b20a3,scene-0036
straight,0.54297,0.55901,0.61277,14.53432,14.59305,16.03543,0.07939,0.10095,0.13888,-0.06729,-0.03045,0.11445,-1.43095,-0.32812,1.63765,-0.02785,0.00025,0.05736,-0.0514,0.15953,0.06981,-1.07018,2.82245,1.03377,-0.01114,0.02431,0.0188,0.61025,0.58946,0.49832,15.96527,14.92117,14.39779,0.10724,0.1007,0.08152,4.44781,0.55885,0.74899,0.56813,14.89509,17.74361,15.43155,True,0.09609,0.12502,0.10032,2.37391,5.53855,7.99578,73b363c5332a423797a2c0728cc1a75d,scene-0036
straight,0.52001,0.62199,0.59487,14.04384,15.67247,15.73811,0.08224,0.11799,0.15958,-0.09318,0.12012,0.09786,-1.8427,1.87061,1.68828,-0.01839,0.02427,0.06228,-0.00013,0.21071,0.00052,-0.39122,3.30117,0.09516,-0.00597,0.03123,-0.00533,0.61319,0.50187,0.49701,15.88654,13.80186,14.04983,0.10063,0.09371,0.0973,4.81651,0.61306,0.71258,0.49753,15.49532,17.10304,14.14499,True,0.09466,0.12495,0.09198,2.42984,5.65534,9.29605,50082a94da544d22b00110cc1bfa100f,scene-0036
straight,0.55901,0.61277,0.59514,14.59305,16.03543,15.55873,0.10095,0.13888,0.15983,-0.03045,0.11445,0.0675,-0.32812,1.63765,0.99385,0.00025,0.05736,0.05805,-0.04082,-0.0474,-0.04629,-0.44343,-1.0589,-0.24788,-0.00562,-0.00176,0.02821,0.58946,0.49832,0.52764,14.92117,14.39779,14.56487,0.1007,0.08152,0.10178,2.9176,0.54864,0.45092,0.48135,14.47774,13.33888,14.31699,True,0.09508,0.07977,0.12998,1.74155,2.77547,5.46747,53b7ed3ff487465f82d3bc490ec3e5f4,scene-0036
straight,0.62199,0.59487,0.47189,15.67247,15.73811,13.02804,0.11799,0.15958,0.12801,0.1501,0.09786,0.0292,2.16901,1.68828,1.15189,0.03153,0.06228,0.06521,0.06874,-0.07271,0.02499,1.90232,-1.00466,1.07378,0.05455,0.00097,0.02051,0.47189,0.49701,0.4427,13.50347,14.04983,11.87615,0.08646,0.0973,0.0628,3.06709,0.54063,0.4243,0.46769,15.40579,13.04517,12.94993,True,0.14101,0.09828,0.08331,1.51594,3.42689,6.02977,274efd8b53b44ed59141097b10701786,scene-0036
